Title,Schedule,Description,Location,Phone,Email,Website
The Playhouse Day Nursery,N/A,"The Playhouse Day Nursery is a small home from home nursery setting in the Pemberton area of Wigan. We are open throughout the year apart from bank holidays, 2 weeks at Christmas, 1 week at Easter and 2 weeks in August. Graduate-led management team and…","695-697, Ormskirk Road, Pemberton, Wigan, WN5 8AQ, 01942 665656",N/A,N/A,N/A
PlayPals Childcare Limited at Hindley Green Community Primary School,"Open monday to friday 7,30/8.50 then 3.15/6pm","Our staff plan activities support the children's care and development needs, ensuring activities are engaging and fun. We have a good healthy snack menu with fresh fruit on offer to children. We provide high quality care to our families.  Breakfast club starts at 7:30-8:40am then the children are…","Thomas Street, Hindley Green, Wigan, WN2 4SS, 07568993201 / 01942 255406",N/A,N/A,N/A
PlayPals Nursery (St John's C of E Abram),N/A,We are a Pre-school setting based within St John's C of E Primary School Abram. We operate from 8:45am till 3:15pm. We have morning and afternoon sessions available as well as full days. Our Out of School Club provision is also available to nursery children…,"St John's C of E Primary School, Simpkin Street, Abram, Wigan, Lancashire, WN2 5QE, 07432854591, 01942 704365 extension 4",N/A,N/A,N/A
PlayPals Nursery 0-3,N/A,"We opened in September 2018 as a full day care setting, providing care 51 weeks of the year. Our friendly and nurturing staff will meet all of your child's needs as they start their educational journey with us. We use 'Famly' as our main communication tool…","675, Atherton Road, Hindley Green, Wigan, WN2 4SD, 01942 294350",N/A,N/A,N/A
Pre-school at Shevington Vale Primary School,N/A,Section 27 Pre-school based at Shevington Vale Primary School.  Pre-School at Shevington Vale accepts children the term after their 2nd birthday - we have funded spaces available.,"Shevington Vale Primary School, Runshaw Avenue, Appley Bridge, WIGAN, Greater Manchester, WN6 9JP, School office - 01257253559",N/A,N/A,N/A
Precious Gems Childminding,N/A,"Precious Gems Childminding was established in 2002 and offers a warm, friendly, caring and happy environment for children aged between 0 -11 years. As your childminder I will provide breakfast, snacks, lunch, evening snacks and drinks. I will provide a variety of activities such as: Outings…","Tyldesley, Manchester, M29, 07743 230745, 01942 896416",N/A,N/A,N/A
R L Hughes Primary School Nursery,N/A,"At R L Hughes Nursery, the children are taught to share and care about others, reflecting the values in our school mission statement. Our dedicated Early Years team, led by two fully qualified teachers, provide a happy, caring, secure and safe learning environment where your…","Mayfield Street, Ashton-in-makerfield, Wigan, WN4 9QL, 01942 701147",N/A,N/A,N/A
Rachael’s Childminding Services,N/A,I am an Ofsted Registered Childminder based in Golborne/Lowton offering affordable childcare in a home from home environment. I live with my partner and our children in a lovely residential area close to local amenities. I have a spacious home and an external dedicated woodland…,"Golborne, Warrington, WA3",N/A,N/A,N/A
Rebecca Jane Shone,N/A,This Childminder has not added any information to their page. Please contact them on the details below for more information.,"Tyldesley, Manchester, M29, 07716777037",N/A,N/A,N/A
Redwood House Children's Nursery Ltd,N/A,"Set in over half an acre of grounds, Redwood’s two converted Victorian houses are situated just off Junction 26 of the M6 motorway at the Orrell interchange. We can offer you and your family a traditional approach to childcare and learning across all of the…","Orrell, Wigan, WN5, 01942 620610",N/A,N/A,N/A
Sacred Heart Catholic Primary School Nursery,N/A,"Sacred Heart Nursery is situated at the heart of the community, with strong links to Sacred Heart Parish in Springfield. At Sacred Heart we aim to provide a fun, safe, challenging, rich and broad educational environment that enables each child to thrive and become well-rounded,…","Springfield Road, Springfield, WIGAN, LANCASHIRE, WN6 7RH, 01942 231478",N/A,N/A,N/A
Safe And Sound Club - St Luke's,N/A,Safe & Sound Club is a breakfast and after school provision for children attending St Luke’s Church of England Primary School and St Catherine of Siena Catholic Primary School. For more information please visit our website,"Church Lane, Lowton, WARRINGTON, CHESHIRE, WA3 2PW, 01942 201140 option2",N/A,N/A,N/A
"Saint Patrick’s Nursery, Wigan",N/A,Pre-school provision provided for up to 52 children per session; Government Funded places available for families entitled to 15 hours per week; Government Funded places available for families entitled to 30 hours per week - code applied for by 31st August / 31th December /…,"Hardybutts, Scholes, Wigan, Lancashire, WN1 3RZ, 01942244361, 01942776710",N/A,N/A,N/A
Sally Carroll (Sally's Childminding Services),N/A,"I am an Ofsted registered 'Outstanding' Childminder based in Tyldesley with 3 children of my own. I offer a home-from-home service, with lots of fun, love and laughter where children can learn and play in my large playroom and outdoor play area. We enjoy cooking,…","Tyldesley, Manchester, M29, 07857 175448",N/A,N/A,N/A
Shell's Home from Home Childminding Service,N/A,At Shell’s Home from Home I strive to provide a warm and welcoming environment for every child and create that ‘home from home’ atmosphere. I currently offer pick-up's and drop-off's for Twelve Apostles RCPS.,"Leigh, WN7, 07445 576591",N/A,N/A,N/A
St Aidan's Catholic Primary School - Nursery,N/A,"Saint Aidan’s is an exciting, motivating and inclusive nursery with a qualified full time teacher. Our aim is to ensure children enjoy learning whilst sparking imagination and becoming confident children. We have a fantastic, stimulating indoor and outdoor space where children can explore and make…","Holmes House Avenue, Winstanley, WIGAN, LANCASHIRE, WN3 6EE, 01942 223544, 01942 222634",N/A,N/A,N/A
St Cuthbert's Early Years Centre,N/A,"Our Baby Room caters for 6 children aged 0-2 years, Toddler Room caters for 15 children aged 2-3 years and the Pre-school Room caters for 48 children aged 3-4 years. At St Cuthbert’s Early Years Centre, we provide a home-from-home, caring and stimulating environment. All practitioners are…","Thorburn Road, Pemberton, WIGAN, Lancashire, WN5 9LW, 01942 222 721, 01942 776 628",N/A,N/A,N/A
St James’ Church of England Nursery and Pre-School,N/A,"About Us St James’ CofE Nursery, Pre-School and Primary School is a vibrant and happy setting. Nursery and Pre-School The nursery and pre-school are part of St James’ Church of England School and follow the same high standards and school ethos. As the Nursery and Pre-school is in…","St. James' CofE Nursery, Pre-School and Primary School, Tyrer Avenue, Worsley Mesnes, Wigan, Lancashire, WN3 5XE, 01942 703952",N/A,N/A,N/A
St William's Catholic Primary School Nursery,N/A,"""If you can dream it, you can achieve it!"" (Children's Motto) We have a 26 place Nursery for three and four-year-old children on the school site. Our Nursery is part of our Early Years Department and is run by an experienced Nursery teacher. We are…","Ince Green Lane, Ince, Wigan, Greater Manchester, WN2 2DG, 01942 235782",N/A,N/A,N/A
St. Bernadette's Nursery,N/A,"What we offer: A warm, safe, comfortable environment within a nurturing school community. Learning based on children’s interests and talents. Extensive grounds to explore and learn. A place in the heart of the local village. Educating pupils with skills for life. 15-30 hours funding available.…","Church Lane, Shevington, WIGAN, LANCASHIRE, WN6 8BD, 01257 401125",N/A,N/A,N/A
St. Gabriel's Catholic Primary School Preschool,N/A,"Our Pre-school is delivered by a Qualified Teacher. Pre-school children are able to start the day after their 3rd birthday. Children are able to develop their key areas of learning including, social skills, communication and language and physical skills. Additionally, children will begin to develop…","Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. George's Central Church of England Primary School - Lancaster Avenue Nursery,N/A,We are based in a small community within a beautiful rural setting where our large outdoor area is overlooking farmland. Your child can begin in our Lancaster Avenue Nursery the school term after their second birthday. Your child can begin in either our Lancaster Avenue…,"Lancaster Avenue, Tyldesley, MANCHESTER, Lancs, M29 8LN, 01942 883773",N/A,N/A,N/A
St. John's C.E Preschool Partnership,N/A,We are a pre-school nursery situated with St John's Primary School.,"Church St, Pemberton, WIGAN, Lancashire, WN5 0DT, 01942 214580",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School Nursery,N/A,"Welcome Situated within the Start Well linked site, the building is set within a green field site and has a separate play area to the school. We have more than 50 years experience in childcare and take pride in the quality of care we provide.…","Mosley Common Children's Centre, Commonside Road, Boothstown, MANCHESTER, LANCASHIRE, M28 1AE, 0161 790 2195 option 3",N/A,N/A,N/A
St. Jude's Catholic Primary School - Preschool,N/A,"Our Preschool offers 15 and 30 hour funded places with flexibility to suit your family needs.    St Jude’s Preschool caters for children from the age of 3. Our children are cared for by our Early Years team, including a fully qualified teacher who plans and delivers exciting activities…","St. Jude's Primary School, Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091",N/A,N/A,N/A
St. Mark's Church of England Primary School - Little Lions' Nursery,N/A,"Little Lions' Nursery at St. Mark's CE Primary School Little Lions' Nursery is based within St. Mark's Church of England Primary School in Newtown, situated in the heart of the community and has the benefit of being part of 'The Wings' CE Trust'. As a Pre-School…","Alexandra Street, Wigan, Wigan, Lancashire, WN5 9DS, 01942 748618, enquiries@admin.saintmarks.wigan.sch.uk",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School - Ashton - Breakfast & Out of School Club,N/A,We provide after school care for children aged 3 –11 years old based at St. Wilfrid’s Primary School.  We are committed to providing quality childcare in a rich and stimulating environment where children will feel safe and secure in order that they can develop and…,"Golborne Road, Ashton-in-Makerfield, Wigan, Manchester, WN4 8SJ, 01942 707101 School Number, 07562 626795 Mobile Number",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School Nursery - Ashton,N/A,Link to the schools page on the directory: Link. Ofsted Report,"Off Golborne Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 8SJ, 01942 707101",N/A,N/A,N/A
Standish St. Wilfrid's CE Primary School Nursery,N/A,"The Nursery is divided into areas which each have a specific focus. These include: role play, creative area, music area, maths area and ICT. The children access these according to their own interests and staff support them through free and structured play activities. Our staff…","Rectory Lane, Standish, WIGAN, LANCASHIRE, WN6 0XB, 01257 423992, 01257 423714",N/A,N/A,N/A
Standish Under 5's Limited,N/A,"Our Aims, Objectives and Guarantees To You: Aims of the Nursery To provide a friendly, family-oriented, nurturing and supportive environment in which all pupils are known as individuals and are equally valued and supported regardless of race, religion, gender or disability. Standish under 5's aims…","Kenyon Road, Standish, Wigan, Lancashire, WN6 0NX, 01257 478739",N/A,N/A,N/A
"Starbrite Nursery, Lowton",N/A,"At Starbrite Nursery, safeguarding is paramount and all staff are Paediatric First Aid trained. Children learn through a combination of free play, adult led and focused activities. Each child is allocated a key person who supports and oversee's their development, but all staff engage with…","Laburnum Road, Lowton, Warrington, Cheshire, WA3 2NL, 01942 601180",N/A,N/A,N/A
Storytimes Private Day Nursery And Pre-School- After School and Holiday Care,N/A,N/A,"332, Hamilton Street, Atherton, Manchester, M46 0BE, 01942 888616",N/A,N/A,N/A
Sunbeams Day Nursery,N/A,"Sunbeams Atherton is situated close to Atherton's town centre with great public transport and motorway links. We have recently had a full internal and external refurbishment, to create a warm, friendly, safe and welcoming learning environment for our children to have the best possible start in…","23, Manor House, Bolton Old Road, Atherton, MANCHESTER, M46 9DF, 0800 307 0155",N/A,N/A,N/A
Susan Winstanley,N/A,"I have 21 years experience in childcare, offering a very warm, happy and safe setting to all children. Very highly recommended by all past and present parents. References can be requested.","Standish, Wigan, WN6, 01257 421242, 07799 144866",N/A,N/A,N/A
Top Chapel Day Nursery Ltd,N/A,"We are a family-run setting located in the heart of Tyldesley with easy access from the V2 bus route with available parking behind the back of the building (local car parks) as well as a bicycle station. At Top Chapel Day Nursery, our team shares…","Top chapel, 154 Elliott Street, Tyldesley, Manchester, Lancashire, M29 8FL, 01942634009",N/A,N/A,N/A
Tracey Schroeder,N/A,"I have been a childminder for 21 years and live at home with my husband. I have two grown up children. I have level 3 Childcare Learning and Development. The children enjoy painting, drawing and treasure hunts. We have a large garden with swings, a…","Leigh, WN7, 07773 883 613",N/A,N/A,N/A
Tracy Molyneux,N/A,"I offer childcare from birth to 5 years. I provide a warm, homely, loving environment, we venture out to playgroups, parks, farms and many more adventures. I have been in childcare for over 30 years the last 14 as a Childminder.","Lowton, WARRINGTON, WA3, 07490 774565",N/A,N/A,N/A
Twinkle Toes @ St Mary's,N/A,"We treat children as individuals and supply a wide range of activities to encourage their development, which will enable them to attain their potential with the help and guidance of our highly qualified staff. Our nursery is set up as an open plan area, allowing…","C/O St Marys CE Primary School, Wright Street, Platt Bridge, Wigan, WN2 3UQ, 01942 557572",N/A,N/A,N/A
Twist Lane Nursery,N/A,"Established in 1994, we are a small nursery registered for 33 children. We provide a warm, caring, friendly environment with 2 large outdoor play areas. A dedicated team of experienced qualified staff provide individual care for their own key groups of children. All snacks and…","21, Twist Lane, Leigh, Lancashire, WN7 4BZ, 01942 604414",N/A,N/A,N/A
Tyldesley Primary School Nursery,N/A,We offer full-time and part-time hours for 3 and 4-year-olds. We provide a range of snacks for your children; snack contribution is £1 a week which needs to be in a named envelope and posted in our silver post box at the start of each…,"Ennerdale Road, Tyldesley, MANCHESTER, M29 7PY, 01942 882870",N/A,N/A,N/A
Valerie Turner,N/A,This childcare provider has not yet given consent to share details on the directory. Please contact fsd@wigan.gov.uk and we will attempt to put you in contact with them.,"Winstanley, Wigan, Lancashire, WN3",N/A,N/A,N/A
Vicarage Road Playgroup,N/A,"We are a nursery located in a large portacabin in front of Abram Community Centre. We have a large playroom with areas such as construction, maths, creative, messy, reading, listening, music, home corner, sand and water, small world, ict, heuristic, mark making which children can…","Abram Community Center, Vicarage Road, Abram, Wigan, Lancashire, WN2 5QX, 07704623115",N/A,N/A,N/A
Victoria Jane Hart,Monday to Friday,"I have worked in childcare since I qualified as a nusery nurse in 1987. I have worked with children of all ages, in both nursery and my own home and have recently been graded 'Outstanding' by Ofsted. I have a fully equipped playroom, which provides a…","Wigan, Lancashire, WN1, 07939855944",N/A,N/A,N/A
The Wendy House Nursery Ltd,N/A,"We are a family run business offering affordable and flexible childcare to local families, with a strong focus on teaching and learning. During our most recent Ofsted visit in July 2021, we were graded 'Good' in all areas. We have a good team consisting of experienced…","Riveredge, Wigan, Lancashire, WN3 5AB, 01942 237212, 07735 541274",N/A,N/A,N/A
Westfield Community School Nursery,N/A,"Westfield strives to offer 'a beacon of HOPE' for the community. It is a place where everyone is valued and respected and provides a calm environment in which children, parents and staff have high expectations to achieve their best. H – HIGH EXPECTATIONS To recognise parents…","Montrose Avenue, Pemberton, WIGAN, LANCASHIRE, WN5 9XN, 01942 776007",N/A,N/A,N/A
Whitley Pre-School Playgroup LTD,N/A,The pre-school room and large outside area are both well-equipped and are all on one level for easy access. The toileting and wash areas are directly off the main pre-school room. The manager is highly qualified - BA Hons in Early Childhood Studies and has…,"Spencer Road, Whitley, Wigan, Greater Manchester, WN1 2QR, 07745873043",N/A,N/A,N/A
Winstanley Community Primary School Nursery,N/A,"We have a school-based nursery which runs as part of our Early Years department. We have a purpose-built area which is bright and stimulating and full of exciting play-based learning resources. Our nursery is staffed by qualified, experienced teachers and a team of highly trained teaching…","Tan House Drive, Winstanley, WIGAN, Greater Manchester, WN3 6JP, 01942 749141",N/A,N/A,N/A
Woodland Adventure Nursery,N/A,We are Astley's newest childcare centre and only Woodland Adventure Nursery. Our unique mix of engaging play and outdoor activities have been designed to develop and nurture.,"Dam House, Astley Hall Drive, Tyldesley, Manchester, M29 7TX",N/A,N/A,N/A
Woodland Adventure Nursery Golborne,N/A,"This childcare provider has not yet shared information for their setting. To contact them, please email Wigan Family Information Service on fsd@wigan.gov.uk quoting their name, and we will attempt to put you in contact.","Mono Lodge, Bridge Street, Golborne, WA3 3QA, 01942 721522",N/A,N/A,N/A
Worsley Mesnes Community Primary Nursery,N/A,This is a Local Authority Nursery providing nursery provision of 15 hours per week free of charge to parents for all 3 and 4-year-olds. There are some 30 hour funded places available for those who meet the Government criteria.  School also provides breakfast and after…,"Clifton Street, Worsley Mesnes, WIGAN, LANCASHIRE, WN3 5HN, 01942 776457",N/A,N/A,N/A
Young Person's Centre @ Westfield Community School,N/A,We provide childcare (51 weeks a year) for children aged 2 years to 11 years.  Toddler room is open Tuesday to Friday from 8:20am till 3:50pm.  Butterfly room is open Monday to Thursday from 8:20am till 3:50pm. Integrated pre-school (maintained and voluntary) open Monday to Friday from 7:30am…,"Montrose Avenue, Pemberton, Wigan, WN5 9XN, 01942 776015",N/A,N/A,N/A
Zoe Kay,N/A,"Hello I'm Zoe, I'm a single mum to Jenson, who is 11 years old. I provide a home-from-home environment ensuring your child gets the warm and loving care that they would have at home. All training is up-to-date including First Aid and Safeguarding. I have…","Ince, Wigan, WN3, 07306 000307",N/A,N/A,N/A
